CNPJ_FUNDO;CPF-PROPRIETARIO;FAT_ANUAL
17.955.313/0001-04;42427571;2213708
18.599.673/0001-75;46634074;3313627
18.993.993/0001-05;43964544;1499903
24.986.130/0001-03;42036092;2797732
11.575.246/0001-08;44869003;1326014
28.993.479/0001-23;45218724;907178
04.699.709/0001-88;48463830;3352211
06.066.907/0001-30;44185441;3421785
14.104.362/0001-37;48216047;3044744
27.249.950/0001-00;40464038;751465
13.667.161/0001-85;43743609;1347653
17.803.492/0001-56;47525263;905813
18.281.442/0001-19;47082887;2921717
08.608.219/0001-80;39818767;2785951
26.269.603/0001-87;41107921;2106936
00.836.258/0001-22;44892176;1251884
19.997.581/0001-06;40195536;2761638
27.684.070/0001-62;42867228;2813411
26.756.345/0001-63;44448286;2218627
23.546.529/0001-00;44548427;1762967
03.567.283/0001-46;41636257;2277203
23.696.056/0001-28;46307406;970081
26.277.595/0001-10;45759252;1150370
19.300.764/0001-20;46508973;2083772
07.661.489/0001-91;47108027;2398079
05.424.495/0001-08;42351319;665671
22.282.746/0001-78;46844008;843211
03.359.248/0001-31;46361500;1871280
09.125.516/0001-37;42502395;3418740
08.807.617/0001-25;45580761;1872665
31.556.575/0001-19;46490559;1045332
22.282.746/0001-78;46670127;2490734
16.758.094/0001-00;42301195;1112590
30.102.482/0001-51;46241308;2707756
71.734.461/0001-36;48508566;3160369
13.083.223/0001-01;47256900;971044
20.969.532/0001-49;45076952;3368913
15.611.757/0001-99;41879695;3313854
22.898.827/0001-05;40179136;1439948
28.709.046/0001-01;44777803;3266164
18.693.458/0001-39;46433444;3166920
14.115.121/0001-93;41620698;2976779
11.960.546/0001-00;46644106;769581
00.854.428/0001-00;40728207;508998
10.489.217/0001-60;45749203;3096729
07.512.900/0001-67;43234813;2972366
05.510.848/0001-84;46801533;1361165
13.457.455/0001-82;40529034;1649457
08.487.061/0001-37;47206671;2520085
15.780.914/0001-90;43400000;1128270
26.488.748/0001-79;41293308;2519914
23.591.948/0001-64;47997214;3103841
26.123.993/0001-82;46075595;2540354
26.199.482/0001-44;45007062;2124026
10.761.365/0001-92;48526023;1851167
04.113.848/0001-88;46007530;2617140
07.810.530/0001-44;46037584;2939762
10.756.599/0001-41;46082689;3167754
10.474.858/0001-41;42054039;2676561
28.788.566/0001-49;47145175;1016585
09.321.569/0001-23;40769134;2930805
08.160.750/0001-32;46237025;1664212
08.853.199/0001-02;47382016;819031
09.463.539/0001-51;43721382;2400493
14.797.975/0001-05;42385407;3201420
18.990.337/0001-59;43658287;2006217
68.616.465/0001-05;44542464;2261002
23.352.192/0001-09;44429269;2372059
10.347.230/0001-85;45713856;2483050
27.389.622/0001-00;47670066;1610290
11.046.271/0001-02;44548661;1652594
04.596.289/0001-04;47598537;653105
05.578.235/0001-89;47837963;1448742
06.866.080/0001-49;47797341;850884
16.938.231/0001-80;42409514;2344204
09.282.540/0001-80;46691276;720943
00.222.818/0001-59;46321592;1772387
23.216.759/0001-01;48285185;1231776
04.192.645/0001-24;48384790;592515
29.011.225/0001-25;41279975;1687381
14.487.403/0001-11;39974446;1210089
05.362.657/0001-12;48152098;2939615
10.985.235/0001-33;42136899;1496866
26.123.980/0001-03;39989567;672072
19.300.764/0001-20;44798415;540921
07.967.180/0001-24;46233361;1733750
18.098.502/0001-62;47805502;2246223
11.377.292/0001-00;48236437;3293285
17.073.382/0001-86;48343619;1662765
13.136.099/0001-03;43208368;2781745
03.499.341/0001-41;43008401;2747967
26.218.464/0001-62;47993007;2473446
24.300.754/0001-25;45417344;2149662
26.558.879/0001-85;40126580;2391534
12.053.755/0001-33;40645043;1063768
02.290.695/0001-19;43793458;572855
24.332.004/0001-35;46028309;965385
14.829.499/0001-59;48176985;601208
04.028.368/0001-19;42523723;3346729
19.941.986/0001-22;43007899;2835948
05.971.721/0001-62;40417090;1221513
03.593.192/0001-85;45528163;570628
23.760.348/0001-82;43294330;1881789
10.985.235/0001-33;40671510;3457666
04.030.757/0001-89;44519478;3008429
10.438.506/0001-30;44645114;2331483
22.215.322/0001-90;44936832;1043362
07.887.001/0001-49;41654158;1194940
11.390.046/0001-80;45210903;1520615
19.196.599/0001-09;47349949;963848
18.098.502/0001-62;45132626;2500740
04.222.368/0001-55;40985063;2543992
03.500.670/0001-65;43455871;723077
32.224.512/0001-28;45341207;1019676
04.510.225/0001-49;46480323;2920463
04.700.867/0001-00;44228209;2877924
18.098.502/0001-62;42578408;2074380
11.960.517/0001-49;40739146;660267
10.979.096/0001-35;45209607;2394329
08.674.678/0001-61;47028298;3375134
08.824.467/0001-68;43408409;1320544
22.918.166/0001-24;45573180;2199991
30.058.026/0001-51;48466790;3388223
04.028.348/0001-48;45437710;2757328
14.399.781/0001-43;41312697;2700375
26.773.141/0001-30;46720302;2570480
08.972.980/0001-04;48023350;1196288
11.805.711/0001-50;45805804;893792
10.985.219/0001-40;40825189;2426106
05.508.420/0001-05;41186932;2010145
02.832.971/0001-23;39804369;1210973
15.862.867/0001-23;39820890;1124637
16.575.255/0001-12;43907353;2266521
03.982.081/0001-60;40996797;1070346
08.931.960/0001-87;43899173;1669899
71.581.276/0001-59;48618867;1248628
34.096.211/0001-91;42039291;1211574
18.688.250/0001-21;39647029;2741483
19.358.600/0001-54;40756769;1884592
18.687.968/0001-01;48126040;1825416
25.317.092/0001-69;43807531;1118636
08.155.497/0001-29;45776242;3372146
13.455.197/0001-03;46980830;2749602
11.874.861/0001-15;45075707;1186333
18.689.274/0001-03;41053180;3028116
28.515.891/0001-38;41958997;1541695
21.347.662/0001-02;46036523;2052817
22.253.532/0001-73;41248879;2074573
03.959.117/0001-95;41263189;573013
24.752.564/0001-49;39900168;2229130
18.079.101/0001-65;44918119;3387778
06.160.690/0001-22;46264422;3165435
14.126.343/0001-01;45102890;1117578
31.247.680/0001-76;44067701;2367510
27.477.152/0001-36;40617683;1302091
05.315.434/0001-02;45895385;2979393
14.399.804/0001-10;48366176;2858164
03.449.448/0001-85;40039324;2886780
12.981.804/0001-06;43421609;2828727
11.083.783/0001-30;40051867;3418312
29.011.238/0001-02;40668336;873117
07.647.244/0001-00;44351549;2498951
14.816.882/0001-72;44667209;1189202
02.018.781/0001-77;47021740;1973441
24.249.941/0001-21;48329750;1470638
10.427.190/0001-81;48364168;2428416
05.491.225/0001-01;44966409;3462319
21.620.429/0001-51;47606257;2598652
07.722.304/0001-01;41134375;2511398
08.828.946/0001-52;42424497;1388037
28.750.110/0001-90;48497527;2566651
19.358.606/0001-21;39765941;784917
15.527.503/0001-97;41090143;580844
28.098.723/0001-94;47179022;2633099
07.455.823/0001-50;46165117;2798412
28.122.092/0001-00;43109343;3415077
08.773.255/0001-07;43399465;2726211
18.085.924/0001-01;47025606;2716275
15.569.151/0001-32;45867360;3406727
12.227.900/0001-55;43233848;3020299
13.081.159/0001-20;46777099;1726016
23.668.084/0001-31;43556960;2667715
23.732.178/0001-22;47664852;3025856
05.903.152/0001-18;45128613;858483
26.277.768/0001-09;40011070;3466702
07.187.070/0001-40;44347843;644042
14.213.077/0001-54;45095497;2516948
03.557.198/0001-05;40520074;3000368
07.682.444/0001-01;46485323;1475596
05.108.398/0001-06;45320189;560480
21.940.723/0001-40;41879739;1833568
13.136.117/0001-49;46915829;1207299
03.233.070/0001-88;46960822;1198701
31.848.066/0001-60;48343213;2683940
14.167.441/0001-97;42475645;3381036
22.760.051/0001-54;47444394;2638103
01.508.151/0001-18;48196829;1050283
14.399.722/0001-75;45260070;1528928
10.488.860/0001-70;42075306;1435327
18.681.083/0001-97;48601292;1643966
09.911.408/0001-90;43798848;1484965
33.499.663/0001-51;42131976;1448846
02.224.353/0001-09;40120845;1664269
06.081.460/0001-78;39652059;3200455
10.565.871/0001-06;47811403;1145920
01.599.628/0001-18;39952948;2901171
03.877.244/0001-45;45655290;2436448
08.212.681/0001-63;44680743;1522582
00.829.292/0001-70;44046109;3227922
08.627.662/0001-06;41182916;1349550
15.350.926/0001-84;47397686;1590141
20.335.664/0001-19;46247005;3125856
19.587.379/0001-06;44508829;2512588
31.031.288/0001-95;44196927;2057338
13.113.318/0001-20;42096836;1562544
20.008.075/0001-26;42193052;2731551
18.081.227/0001-74;48117628;1827917
04.828.710/0001-65;39675867;1643916
07.522.245/0001-28;46496095;1354025
10.266.249/0001-05;40980019;2111343
03.820.185/0001-79;44683873;1554660
26.269.611/0001-23;47210314;1680237
06.081.460/0001-78;47803846;2303104
10.920.045/0001-38;46893648;3056155
22.918.144/0001-64;40036006;1100987
15.188.380/0001-07;40846617;1373005
22.690.587/0001-40;44404906;953253
09.720.523/0001-87;43390711;2902341
11.349.513/0001-29;43800668;3250035
26.344.512/0001-69;46827332;3335566
06.185.715/0001-42;41533238;1684490
14.099.631/0001-14;40394691;1633385
27.566.046/0001-29;46535818;2862380
10.777.337/0001-63;48166141;844639
18.693.433/0001-35;45026740;913243
13.942.820/0001-44;47773202;2649794
15.656.340/0001-42;46958514;1458209
09.643.625/0001-46;48656249;1470047
33.587.929/0001-18;41152977;1871626
24.300.746/0001-89;46475739;921888
30.804.788/0001-50;40804995;3355397
26.277.663/0001-41;44126464;1113127
09.525.418/0001-97;45362846;2732960
01.536.204/0001-04;42397150;2291570
19.802.227/0001-89;40473807;1926368
09.403.673/0001-67;46567058;1487986
17.627.163/0001-00;42570767;1703308
05.093.066/0001-97;44069196;537711
17.759.396/0001-58;47757066;1843285
09.081.833/0001-07;43213251;1085238
20.887.247/0001-89;41529407;720638
29.275.403/0001-25;48395360;1574324
08.078.525/0001-51;41446453;1879863
13.588.539/0001-55;41678107;1654671
12.987.189/0001-37;47104966;2710802
28.663.473/0001-98;42991596;1806676
08.669.587/0001-38;47795451;2156644
07.953.825/0001-70;48706447;2097535
08.991.782/0001-80;44613992;2872370
26.704.167/0001-27;43573701;1092981
27.238.590/0001-41;41592753;690657
03.580.767/0001-25;43549355;2918244
26.614.285/0001-44;48699663;1572518
31.439.503/0001-91;41774032;1660794
08.692.909/0001-60;47776362;1803220
11.110.904/0001-96;42069766;2702007
18.715.853/0001-75;40049132;2863316
31.844.432/0001-02;39961211;998630
09.087.608/0001-70;40187338;839466
22.188.018/0001-00;42668517;2074905
07.732.334/0001-07;43831751;2511516
32.295.829/0001-55;40287937;674216
20.018.808/0001-03;47392267;2017932
05.510.884/0001-48;41104290;2996292
21.596.165/0001-48;41987595;516052
11.484.568/0001-41;44785778;1532048
26.452.192/0001-60;48261777;652998
21.889.166/0001-80;40603853;2816937
07.287.884/0001-56;46137720;1737910
26.698.170/0001-85;45890527;2261925
23.884.831/0001-79;45473327;1771319
07.985.892/0001-76;46887863;3388474
29.813.738/0001-50;48567013;2074331
30.190.838/0001-56;46816555;621861
17.955.391/0001-09;40431127;2001194
25.681.181/0001-90;40456370;3168286
15.693.767/0001-10;39755855;3291599
27.927.815/0001-77;48150329;1203892
12.412.740/0001-14;43713833;814361
26.744.848/0001-19;47239097;858136
26.135.658/0001-02;40475774;690135
04.169.362/0001-61;42716902;3304566
08.831.439/0001-78;41459449;3050254
27.500.416/0001-25;40794833;1773160
26.199.390/0001-64;44295989;2840220
17.802.989/0001-50;40404865;1673500
01.592.839/0001-29;41820190;1146499
03.515.859/0001-21;40829096;3340509
13.136.124/0001-40;44441913;1665791
00.812.433/0001-41;44878277;3343980
71.586.101/0001-34;48246580;2359333
15.821.245/0001-57;43327666;2931935
08.829.945/0001-22;42353826;1676593
07.622.693/0001-01;46034385;2463758
13.000.859/0001-42;41269436;3123576
09.343.622/0001-97;39697117;2425383
03.367.253/0001-96;46817781;3454392
09.485.413/0001-88;46645168;1143001
11.370.346/0001-06;44674102;2168463
17.709.794/0001-60;46366097;2725914
04.240.121/0001-61;43260616;1980420
10.463.157/0001-07;44721321;1447585
12.866.269/0001-34;40627310;2091528
20.745.544/0001-90;48716363;513966
26.344.683/0001-98;42942754;1010418
14.427.853/0001-19;39742138;3350018
10.699.306/0001-31;39773812;2964252
09.542.735/0001-11;43552315;3234511
05.936.434/0001-11;41980317;1876601
17.295.235/0001-50;45342530;1699645
28.914.173/0001-34;43660745;3266108
07.412.048/0001-56;44739828;2425674
28.260.563/0001-38;47046778;2531513
02.097.252/0001-06;39677194;3273202
17.285.162/0001-16;43426765;3105460
26.154.145/0001-30;44013753;791060
26.756.334/0001-83;47215489;1795571
17.098.803/0001-23;40793400;956894
07.657.633/0001-16;46152139;2040445
31.666.646/0001-36;45255164;896813
27.592.867/0001-30;44460237;2721508
06.995.268/0001-97;45090382;1221426
07.371.945/0001-69;41198481;2247721
09.620.177/0001-65;42516735;1627577
26.195.254/0001-04;44264728;1744468
24.642.981/0001-39;47040654;1697556
31.934.056/0001-47;40487321;3161797
05.513.214/0001-85;48290373;1790664
19.320.686/0001-26;44437311;3004491
06.168.807/0001-14;44548143;614965
30.103.391/0001-30;46616628;2871212
07.793.469/0001-74;41740805;1200570
28.914.173/0001-34;39834598;2050313
13.142.134/0001-99;46230356;728893
14.812.724/0001-44;44635060;2051772
03.208.909/0001-28;40275451;1163257
02.245.351/0001-98;42120488;3201022
21.287.264/0001-48;48598069;581992
03.478.092/0001-08;48633804;2761360
26.580.317/0001-38;40444645;1686484
12.993.387/0001-03;45872790;512504
12.776.254/0001-85;39861434;1219150
32.385.294/0001-03;41652285;2736615
26.344.729/0001-79;40108840;2109833
09.323.717/0001-49;45425070;1828449
12.047.995/0001-25;45038129;3000953
24.022.612/0001-43;42724815;2463304
09.564.278/0001-66;46141638;2496359
05.320.384/0001-43;45566602;1962264
03.102.081/0001-29;42341607;2695766
18.791.268/0001-54;48298766;1768606
02.965.780/0001-30;44163940;2225831
26.324.227/0001-86;44633283;1192728
26.269.620/0001-14;40068920;2562899
03.772.955/0001-55;40053916;3030194
10.347.262/0001-80;46773956;1558487
05.307.405/0001-90;41998619;3274921
09.548.729/0001-71;46066093;2969540
12.412.740/0001-14;44568619;1709129
04.211.570/0001-81;46458600;3360344
29.249.673/0001-61;39928491;1958589
29.226.367/0001-00;40226682;3150105
07.878.282/0001-73;48383944;2343966
17.141.141/0001-27;46238613;2844223
23.884.636/0001-49;48335614;2403973
05.682.891/0001-27;40532359;3003295
16.478.738/0001-07;41019815;3271563
26.756.334/0001-83;42657397;1084400
16.157.572/0001-19;43750714;669102
22.654.439/0001-70;40752661;2246802
13.592.391/0001-22;47737587;3282883
32.041.623/0001-07;39961873;713761
29.117.692/0001-34;46752850;2417073
08.702.921/0001-08;41576292;2333239
15.583.434/0001-39;39869907;2971135
18.812.294/0001-11;41507723;2082124
10.172.749/0001-70;40912719;2395501
29.562.702/0001-40;42797606;2837081
19.273.198/0001-05;45810017;790164
08.058.592/0001-04;46776822;3080124
04.869.555/0001-25;41583775;1805658
15.325.130/0001-71;42143493;1357629
31.392.205/0001-93;41190191;2548248
08.533.839/0001-05;42506125;1634147
30.998.141/0001-06;40615593;1146948
01.179.065/0001-09;44910817;3136418
27.389.601/0001-94;42211464;3375971
17.137.540/0001-14;42745026;3167408
17.039.114/0001-48;42121500;3252925
19.436.727/0001-44;40843742;1374312
19.829.956/0001-29;44694892;3041535
11.769.285/0001-46;47592552;3180943
13.615.408/0001-10;42139045;1151045
19.670.638/0001-68;45781738;3096880
21.406.387/0001-50;47652851;886671
10.396.389/0001-90;41980130;1026875
29.197.103/0001-75;40399761;886854
04.887.971/0001-56;43375210;545971
10.474.561/0001-86;43909262;1326615
08.012.271/0001-79;47935214;2015774
29.242.742/0001-05;41004522;1298361
15.324.769/0001-32;44375512;2202469
14.099.686/0001-24;42169357;1556859
07.470.254/0001-12;40968442;3387018
12.412.757/0001-71;41575604;2939089
29.226.359/0001-63;46704306;3106004
05.317.164/0001-60;40427958;676351
29.786.909/0001-07;42433895;3165767
20.725.852/0001-53;41941920;732415
09.305.260/0001-40;44569187;2727747
05.755.763/0001-66;42091435;721853
13.000.841/0001-40;45255255;1852189
07.904.994/0001-10;46600760;837744
27.036.368/0001-66;42124175;1021982
21.646.718/0001-20;45874969;602645
34.143.871/0001-86;40866435;1858689
07.199.307/0001-02;43914511;1225186
20.441.470/0001-06;41407545;1067626
05.259.086/0001-95;40940387;1117444
18.422.211/0001-88;45105400;2906430
17.285.194/0001-11;46472990;1035489
09.145.165/0001-26;48411882;3472384
32.041.557/0001-67;41067093;3009533
17.285.232/0001-36;42868328;3152594
13.667.539/0001-40;40590208;3103824
23.748.511/0001-91;43677688;638016
12.661.744/0001-36;41379430;1385035
30.857.989/0001-15;44842362;1593070
18.422.250/0001-85;43979685;638453
09.347.222/0001-50;40052531;2665741
23.639.593/0001-36;48472605;2263700
23.066.547/0001-95;42967343;3201893
26.695.153/0001-94;46708853;3346520
26.525.603/0001-09;40674671;1343296
14.781.408/0001-52;46956478;1592864
04.337.293/0001-58;45402474;895823
32.159.695/0001-45;41497933;888953
30.378.610/0001-94;41698991;2307182
04.871.634/0001-70;45016099;1806138
23.872.778/0001-96;39998656;889742
00.826.912/0001-17;48703120;800544
08.155.266/0001-15;44699324;908067
11.451.972/0001-19;40456682;3255645
04.407.882/0001-65;42447709;1695363
08.382.003/0001-49;39940102;2340324
27.772.149/0001-45;46718775;2787014
32.067.618/0001-65;43496250;3167204
03.765.911/0001-06;41989799;931970
07.364.142/0001-87;42461445;1006819
27.202.430/0001-42;44074645;2654092
18.688.105/0001-40;46104571;710909
07.967.141/0001-27;41522492;2731056
19.549.859/0001-82;47615766;3268821
28.516.010/0001-01;45505073;2366606
12.987.175/0001-13;44550401;1297864
20.789.785/0001-30;42116303;2403296
09.485.235/0001-95;42304731;1164700
30.998.148/0001-28;41234428;2856934
09.012.267/0001-73;47456781;2606669
05.212.156/0001-50;46736679;1305223
21.360.511/0001-94;41363336;3381163
32.159.602/0001-82;44378036;1492149
07.364.398/0001-94;48708022;3245985
09.181.328/0001-26;47602131;3201112
24.249.927/0001-28;44267321;1934053
12.412.757/0001-71;39942556;2699957
20.861.247/0001-00;44072168;1665968
27.966.022/0001-67;43594366;3468360
10.920.017/0001-10;44942195;767306
08.003.661/0001-82;48208329;817893
21.689.246/0001-92;47697199;3314367
16.877.553/0001-67;42217410;2371883
08.398.654/0001-27;45933193;2143675
08.531.591/0001-35;39658656;2457665
06.035.686/0001-32;42245902;3066301
07.909.015/0001-16;40273452;1238375
21.556.630/0001-17;46015855;1566461
09.577.447/0001-00;48225869;3439451
26.218.653/0001-35;39850990;1539968
20.216.336/0001-01;48376488;1284799
04.104.067/0001-27;40948281;2669107
15.551.672/0001-62;39908379;1830114
14.951.732/0001-71;40660418;2327419
23.884.578/0001-53;44871211;2556701
27.944.491/0001-85;40255174;1371661
10.462.219/0001-66;44591147;1083217
26.756.404/0001-01;39980057;2957309
08.012.560/0001-78;43699768;1688092
07.104.779/0001-34;47367889;2836048
04.443.410/0001-68;41300740;2105985
14.312.133/0001-08;47547314;2428202
31.525.084/0001-00;43875061;3173428
30.257.159/0001-57;47882282;3063012
18.205.277/0001-16;46053185;2716363
03.618.257/0001-08;43023876;877196
06.064.910/0001-14;46297425;733937
25.079.957/0001-04;44061823;2623935
17.397.800/0001-90;40225282;1900319
08.817.895/0001-63;40559656;1121122
11.953.753/0001-38;43217354;1258979
20.409.552/0001-65;45770541;3198540
15.240.804/0001-35;45825956;1344333
14.879.515/0001-18;42432175;660883
20.155.523/0001-14;40107642;1049985
09.645.396/0001-07;46318207;2684712
08.702.926/0001-30;43385132;3194872
08.334.718/0001-26;47210286;2317522
23.639.509/0001-84;42411704;3226019
32.395.426/0001-88;48491957;1462283
02.474.266/0001-00;45884400;2217980
04.353.257/0001-88;41921451;1502235
28.254.513/0001-48;46657123;3006107
12.672.194/0001-50;44519405;2688674
23.781.694/0001-47;47620273;2680164
13.401.175/0001-52;43272101;3114480
12.030.028/0001-50;47057361;2412026
20.833.925/0001-20;43513411;2501243
03.503.368/0001-60;48399933;1146600
12.987.837/0001-55;48002980;1223910
33.913.629/0001-81;42660533;3008794
31.608.473/0001-08;41472184;3388783
17.892.725/0001-34;48168275;1421679
05.751.343/0001-01;39890332;2205977
10.787.718/0001-23;48404241;2575303
01.327.100/0001-90;41302293;1599957
27.455.219/0001-31;40072917;562146
34.143.889/0001-88;48286360;2907949
27.347.367/0001-32;46480930;2599005
30.998.015/0001-51;39658135;3126553
11.621.194/0001-69;42178158;1449261
12.590.518/0001-01;45645937;2634034
28.280.945/0001-23;47890499;804879
21.992.538/0001-08;47367541;1378589
09.677.054/0001-60;39754276;2581702
14.515.566/0001-60;40389797;2333433
30.998.075/0001-74;46706464;2376633
04.443.410/0001-68;40867943;1758935
17.990.509/0001-21;46353995;592884
28.516.239/0001-38;40296695;991121
05.878.450/0001-03;44092123;1985722
06.095.411/0001-94;48320759;534372
18.221.956/0001-89;47960935;624029
20.634.554/0001-58;46792633;3441327
05.615.492/0001-43;40862629;3000153
32.227.093/0001-88;47893604;791731
30.593.472/0001-66;43997047;647220
09.068.341/0001-73;44547203;598589
10.438.528/0001-09;41934619;2539901
08.505.015/0001-13;45152797;739842
05.116.459/0001-79;44529189;2984032
02.290.280/0001-45;44324273;2821931
09.544.240/0001-21;44988193;524205
10.475.539/0001-50;46671050;1249216
11.301.102/0001-63;47790886;2941523
09.269.251/0001-40;45433156;1242188
09.019.272/0001-08;40681562;539187
10.843.484/0001-94;44148762;2024436
14.083.544/0001-79;40936239;700704
00.346.750/0001-10;41390238;682333
21.079.641/0001-53;46247324;2030068
12.066.246/0001-45;41470564;2292061
24.752.782/0001-83;48107505;1828787
22.314.815/0001-88;46105355;608363
11.192.090/0001-86;45477133;3328388
30.830.162/0001-18;45214109;2709427
31.844.634/0001-54;39675013;2690899
23.731.745/0001-26;46217364;2967266
07.660.157/0001-92;45309036;1818706
04.699.638/0001-13;48473431;1088550
22.654.541/0001-76;41140852;3011663
28.254.513/0001-48;42891989;752823
11.702.118/0001-88;41002634;3349025
09.677.066/0001-95;43544715;1966763
30.479.769/0001-03;43691693;1805747
19.294.718/0001-66;45780379;994115
11.392.104/0001-05;43205027;1579367
03.364.147/0001-59;43602871;2175923
06.953.909/0001-40;39645510;3065415
23.120.349/0001-62;48612189;2849064
15.436.478/0001-36;40691329;1148041
10.438.543/0001-49;39907811;586704
18.936.235/0001-55;47116220;1849900
22.289.435/0001-30;47281338;3043859
17.093.299/0001-79;45330804;1989704
04.699.650/0001-28;43198636;1864949
31.008.331/0001-00;44225852;2994660
07.187.482/0001-80;40425090;2927792
24.249.979/0001-02;41485819;1101713
17.479.961/0001-23;45685369;1823324
19.237.987/0001-90;44297698;2874535
05.159.303/0001-75;40921650;2427083
10.637.779/0001-04;44159762;2975574
09.087.600/0001-03;47874298;2764379
11.908.921/0001-73;41893306;1621434
29.301.852/0001-09;48382284;2283917
13.058.811/0001-95;47278623;3024477
05.380.685/0001-62;44059113;3055215
26.470.634/0001-00;40107321;1068818
01.561.079/0001-92;39702696;1660722
27.580.526/0001-44;43320303;899245
14.631.025/0001-06;40178696;3116618
20.287.889/0001-47;41701596;3220262
11.110.914/0001-21;44879616;782672
11.240.182/0001-94;42644212;3287995
04.822.739/0001-30;48371521;3445037
13.058.838/0001-88;43552915;3371608
26.123.764/0001-68;42206650;2147112
28.516.239/0001-38;44596165;1866153
29.275.405/0001-14;48521823;742326
28.516.138/0001-67;47951280;3447547
08.869.534/0001-60;40446789;2652774
33.784.197/0001-56;42908842;3092990
31.340.875/0001-66;43917418;2657778
22.955.830/0001-05;43212531;3297726
10.462.958/0001-58;44171737;1098227
09.181.335/0001-28;43411401;1044943
14.472.999/0001-86;45959799;1345021
31.008.331/0001-00;39712507;1819821
31.963.585/0001-79;40121140;2957347
09.720.492/0001-64;45659316;2693951
12.813.167/0001-50;45661624;2982809
19.587.231/0001-71;46801423;1036963
18.693.446/0001-04;43240411;2191091
17.704.253/0001-49;43240376;593770
11.827.537/0001-46;43802404;2542512
09.589.223/0001-00;44633103;2693929
18.537.348/0001-88;48222897;2152035
03.699.947/0001-20;40503641;1365149
10.985.229/0001-86;42785488;3378728
07.954.150/0001-83;43206438;2864488
26.315.491/0001-53;43211112;1882732
22.232.931/0001-58;42105143;1905552
07.199.296/0001-60;44795814;2326697
03.755.333/0001-19;47795745;2806798
14.985.743/0001-72;47533497;2686122
28.075.951/0001-49;43800345;2933098
21.556.610/0001-46;44358373;1762425
02.423.569/0001-95;39950366;3357182
11.077.978/0001-78;45031852;709343
26.859.428/0001-88;40442609;1574739
15.118.411/0001-53;42137643;1464658
09.238.596/0001-37;40252554;1689794
30.910.311/0001-59;41590840;674949
06.124.248/0001-40;47893914;2918345
02.764.978/0001-55;39894502;2896419
09.120.756/0001-49;47823904;3097788
09.441.363/0001-37;45166332;1246086
13.012.908/0001-67;43641272;711700
31.690.716/0001-91;46921403;750814
04.451.476/0001-08;43909221;3110117
08.403.410/0001-95;40288295;1361284
04.700.083/0001-82;42869978;1506845
28.516.138/0001-67;40645281;2520612
12.558.802/0001-09;43682994;2610103
14.655.180/0001-54;43541448;3140461
31.908.037/0001-46;47811667;734730
09.527.988/0001-16;44342510;2744127
31.943.990/0001-25;47705854;2554680
29.625.955/0001-16;45528230;2771331
24.038.684/0001-89;41328733;2193084
11.127.226/0001-74;44770982;878418
00.819.915/0001-23;47299590;3371244
30.329.393/0001-42;48655954;2286401
19.452.074/0001-97;41167374;535711
20.335.582/0001-74;40498253;1549841
14.487.251/0001-57;42913430;2758633
13.910.434/0001-70;39784435;1798554
08.773.254/0001-54;47639459;2772067
26.380.695/0001-78;45243423;3053565
22.955.806/0001-76;44874031;2295719
11.827.449/0001-44;43643324;2364150
04.764.040/0001-60;40541826;1663448
19.276.908/0001-50;43824445;901691
04.700.351/0001-66;46266844;3132526
09.485.880/0001-08;41258804;2269765
13.058.729/0001-60;43489278;2268606
26.101.893/0001-55;47409921;1503824
23.682.663/0001-39;44706236;610481
15.226.345/0001-35;40964502;2571549
19.689.941/0001-02;42865602;520093
28.881.077/0001-37;44855265;1724670
03.181.644/0001-11;44198180;1577848
29.242.748/0001-82;48437023;2164440
32.760.471/0001-94;41545125;2300625
32.295.372/0001-89;41519038;2701434
77.054.658/0001-00;46183364;3339153
24.751.317/0001-28;40845263;881403
11.920.452/0001-08;40088015;2466195
17.892.724/0001-90;45142248;3395175
13.089.212/0001-39;40181489;2136412
29.148.672/0001-20;42004974;2984147
08.636.760/0001-00;39708041;2444792
26.210.494/0001-22;40372748;2020345
16.954.610/0001-64;40967218;1778635
11.389.609/0001-10;43507124;1017474
12.636.372/0001-98;41349117;586278
12.430.231/0001-14;43829304;619048
31.943.981/0001-34;48234073;3245628
21.406.369/0001-79;40066747;563427
17.717.365/0001-34;45177596;1172382
26.862.104/0001-07;47289568;2869728
11.907.414/0001-15;42541246;1450607
06.224.645/0001-94;46568359;3014388
19.821.480/0001-80;43446507;684105
12.987.823/0001-31;48092070;3129810
08.001.050/0001-03;45446575;2705284
21.791.224/0001-39;45186588;3425973
12.580.469/0001-26;40646809;3003239
17.040.543/0001-35;44079397;740148
30.593.327/0001-85;45853962;1417682
10.985.229/0001-86;45828737;1154451
23.748.511/0001-91;45084154;1475012
31.389.791/0001-17;45924693;974712
31.820.703/0001-90;41376453;1424946
13.417.578/0001-90;47993268;3364747
09.523.096/0001-47;42517917;939040
16.899.218/0001-60;47621226;1782191
97.518.986/0001-28;42637535;1524269
19.211.696/0001-23;42342933;1082282
32.196.648/0001-71;43871105;1552792
04.128.676/0001-16;44689042;2006273
31.594.527/0001-15;43900284;1782582
22.354.037/0001-50;42558656;3355677
28.280.971/0001-51;44943581;2089016
26.262.571/0001-98;46244669;1785747
26.488.875/0001-78;46554185;3197081
06.871.308/0001-99;40967691;1375321
18.168.474/0001-02;46961157;2305943
32.385.211/0001-86;43119380;1415961
32.756.019/0001-59;42066177;2927713
13.060.184/0001-27;48197939;591173
